LineId,Date,Time,Level,Component,Content,EventId,EventTemplate,ParameterList
1010,17/06/20,05:10:58,INFO,mapred.SparkHadoopMapRedUtil, attempt_051706200518_0024_m_000122_1147: Committed,9a5790d1,<*> Committed,[' attempt_051706200518_0024_m_000122_1147:']
1011,17/06/20,05:10:58,INFO,output.FileOutputCommitter, Saved output of task 'attempt_051706200518_0024_m_000120_1150' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_051706200518_0024_m_000120,e967b817,Saved output of task <*> to <*>,[]
1012,17/06/20,05:10:58,INFO,mapred.SparkHadoopMapRedUtil, attempt_051706200518_0024_m_000121_1146: Committed,9a5790d1,<*> Committed,[' attempt_051706200518_0024_m_000121_1146:']
1013,17/06/20,05:10:58,INFO,mapred.SparkHadoopMapRedUtil, attempt_051706200518_0024_m_000120_1150: Committed,9a5790d1,<*> Committed,[' attempt_051706200518_0024_m_000120_1150:']
1014,17/06/20,05:10:58,INFO,executor.Executor, Finished task 105.0 in stage 24.0 (TID 1145). 2064 bytes result sent to driver,33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,[]
1015,17/06/20,05:10:58,INFO,executor.Executor, Finished task 121.0 in stage 24.0 (TID 1146). 2064 bytes result sent to driver,33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,[]
1016,17/06/20,05:10:58,INFO,executor.Executor, Finished task 122.0 in stage 24.0 (TID 1147). 2064 bytes result sent to driver,33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,[]
1017,17/06/20,05:10:58,INFO,executor.Executor, Finished task 120.0 in stage 24.0 (TID 1150). 2064 bytes result sent to driver,33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,[]
1018,17/06/20,05:10:58,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 1156,9ba7fdc2,Got assigned task <*>,[]
1019,17/06/20,05:10:58,INFO,executor.Executor, Running task 161.0 in stage 24.0 (TID 1156),ae0572db,Running task <*> in stage <*> (TID <*>,[]
1020,17/06/20,05:10:58,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 1157,9ba7fdc2,Got assigned task <*>,[]
1021,17/06/20,05:10:58,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 1158,9ba7fdc2,Got assigned task <*>,[]
1022,17/06/20,05:10:58,INFO,executor.Executor, Running task 162.0 in stage 24.0 (TID 1157),ae0572db,Running task <*> in stage <*> (TID <*>,[]
1023,17/06/20,05:10:58,INFO,executor.Executor, Running task 163.0 in stage 24.0 (TID 1158),ae0572db,Running task <*> in stage <*> (TID <*>,[]
1024,17/06/20,05:10:58,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 1159,9ba7fdc2,Got assigned task <*>,[]
1025,17/06/20,05:10:58,INFO,executor.Executor, Running task 164.0 in stage 24.0 (TID 1159),ae0572db,Running task <*> in stage <*> (TID <*>,[]
1026,17/06/20,05:10:58,INFO,storage.BlockManager, Found block rdd_26_0 locally,d7f24216,Found block <*> locally,[]
1027,17/06/20,05:10:58,INFO,storage.BlockManager, Found block rdd_26_3 locally,d7f24216,Found block <*> locally,[]
1028,17/06/20,05:10:58,INFO,storage.BlockManager, Found block rdd_26_4 locally,d7f24216,Found block <*> locally,[]
1029,17/06/20,05:10:58,INFO,storage.BlockManager, Found block rdd_26_1 locally,d7f24216,Found block <*> locally,[]
1030,17/06/20,05:10:58,INFO,storage.BlockManager, Found block rdd_26_2 locally,d7f24216,Found block <*> locally,[]
1031,17/06/20,05:10:58,INFO,python.PythonRunner," Times: total = 38, boot = -62, init = 100, finish = 0",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
1032,17/06/20,05:10:58,INFO,output.FileOutputCommitter, File Output Committer Algorithm version is 1,a899e693,File Output Committer Algorithm version is 1,[]
1033,17/06/20,05:10:58,INFO,output.FileOutputCommitter, Saved output of task 'attempt_051706200518_0024_m_000160_1155' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_051706200518_0024_m_000160,e967b817,Saved output of task <*> to <*>,[]
1034,17/06/20,05:10:58,INFO,mapred.SparkHadoopMapRedUtil, attempt_051706200518_0024_m_000160_1155: Committed,9a5790d1,<*> Committed,[' attempt_051706200518_0024_m_000160_1155:']
1035,17/06/20,05:10:58,INFO,executor.Executor, Finished task 160.0 in stage 24.0 (TID 1155). 2064 bytes result sent to driver,33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,[]
1036,17/06/20,05:10:58,INFO,python.PythonRunner," Times: total = 38, boot = -45, init = 83, finish = 0",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
1037,17/06/20,05:10:58,INFO,python.PythonRunner," Times: total = 38, boot = -37, init = 75, finish = 0",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
1038,17/06/20,05:10:58,INFO,output.FileOutputCommitter, File Output Committer Algorithm version is 1,a899e693,File Output Committer Algorithm version is 1,[]
1039,17/06/20,05:10:58,INFO,output.FileOutputCommitter, File Output Committer Algorithm version is 1,a899e693,File Output Committer Algorithm version is 1,[]
1040,17/06/20,05:10:58,INFO,output.FileOutputCommitter, Saved output of task 'attempt_051706200518_0024_m_000163_1158' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_051706200518_0024_m_000163,e967b817,Saved output of task <*> to <*>,[]
1041,17/06/20,05:10:58,INFO,mapred.SparkHadoopMapRedUtil, attempt_051706200518_0024_m_000163_1158: Committed,9a5790d1,<*> Committed,[' attempt_051706200518_0024_m_000163_1158:']
1042,17/06/20,05:10:58,INFO,output.FileOutputCommitter, Saved output of task 'attempt_051706200518_0024_m_000164_1159' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_051706200518_0024_m_000164,e967b817,Saved output of task <*> to <*>,[]
1043,17/06/20,05:10:58,INFO,mapred.SparkHadoopMapRedUtil, attempt_051706200518_0024_m_000164_1159: Committed,9a5790d1,<*> Committed,[' attempt_051706200518_0024_m_000164_1159:']
1044,17/06/20,05:10:58,INFO,executor.Executor, Finished task 163.0 in stage 24.0 (TID 1158). 2064 bytes result sent to driver,33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,[]
1045,17/06/20,05:10:58,INFO,executor.Executor, Finished task 164.0 in stage 24.0 (TID 1159). 2064 bytes result sent to driver,33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,[]
1046,17/06/20,05:10:58,INFO,python.PythonRunner," Times: total = 37, boot = -54, init = 91, finish = 0",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
1047,17/06/20,05:10:58,INFO,python.PythonRunner," Times: total = 37, boot = -62, init = 99, finish = 0",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
1048,17/06/20,05:10:58,INFO,output.FileOutputCommitter, File Output Committer Algorithm version is 1,a899e693,File Output Committer Algorithm version is 1,[]
1049,17/06/20,05:10:58,INFO,output.FileOutputCommitter, File Output Committer Algorithm version is 1,a899e693,File Output Committer Algorithm version is 1,[]
1050,17/06/20,05:10:58,INFO,output.FileOutputCommitter, Saved output of task 'attempt_051706200518_0024_m_000162_1157' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_051706200518_0024_m_000162,e967b817,Saved output of task <*> to <*>,[]
1051,17/06/20,05:10:58,INFO,mapred.SparkHadoopMapRedUtil, attempt_051706200518_0024_m_000162_1157: Committed,9a5790d1,<*> Committed,[' attempt_051706200518_0024_m_000162_1157:']
1052,17/06/20,05:10:58,INFO,output.FileOutputCommitter, Saved output of task 'attempt_051706200518_0024_m_000161_1156' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_051706200518_0024_m_000161,e967b817,Saved output of task <*> to <*>,[]
1053,17/06/20,05:10:58,INFO,mapred.SparkHadoopMapRedUtil, attempt_051706200518_0024_m_000161_1156: Committed,9a5790d1,<*> Committed,[' attempt_051706200518_0024_m_000161_1156:']
1054,17/06/20,05:10:58,INFO,executor.Executor, Finished task 162.0 in stage 24.0 (TID 1157). 2064 bytes result sent to driver,33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,[]
1055,17/06/20,05:10:58,INFO,executor.Executor, Finished task 161.0 in stage 24.0 (TID 1156). 2064 bytes result sent to driver,33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,[]
1056,17/06/20,05:10:58,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 1166,9ba7fdc2,Got assigned task <*>,[]
1057,17/06/20,05:10:58,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 1180,9ba7fdc2,Got assigned task <*>,[]
1058,17/06/20,05:10:58,INFO,executor.Executor, Running task 0.0 in stage 25.0 (TID 1166),ae0572db,Running task <*> in stage <*> (TID <*>,[]
1059,17/06/20,05:10:58,INFO,executor.Executor, Running task 1.0 in stage 25.0 (TID 1180),ae0572db,Running task <*> in stage <*> (TID <*>,[]
1060,17/06/20,05:10:58,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 1204,9ba7fdc2,Got assigned task <*>,[]
1061,17/06/20,05:10:58,INFO,executor.Executor, Running task 2.0 in stage 25.0 (TID 1204),ae0572db,Running task <*> in stage <*> (TID <*>,[]
1062,17/06/20,05:10:58,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 1208,9ba7fdc2,Got assigned task <*>,[]
1063,17/06/20,05:10:58,INFO,executor.Executor, Running task 3.0 in stage 25.0 (TID 1208),ae0572db,Running task <*> in stage <*> (TID <*>,[]
1064,17/06/20,05:10:58,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 1209,9ba7fdc2,Got assigned task <*>,[]
1065,17/06/20,05:10:58,INFO,executor.Executor, Running task 4.0 in stage 25.0 (TID 1209),ae0572db,Running task <*> in stage <*> (TID <*>,[]
1066,17/06/20,05:10:58,INFO,broadcast.TorrentBroadcast, Started reading broadcast variable 34,6c90e140,Started reading broadcast variable <*>,[]
1067,17/06/20,05:10:58,INFO,storage.MemoryStore," Block broadcast_34_piece0 stored as bytes in memory (estimated size 28.8 KB, free 515.7 KB)",7d93e8ed,Block <*> stored as <*> in memory (estimated size <*> <*> free <*> KB),[]
1068,17/06/20,05:10:58,INFO,broadcast.TorrentBroadcast, Reading broadcast variable 34 took 9 ms,c0edc03b,Reading broadcast variable <*> took <*> ms,[]
1069,17/06/20,05:10:58,INFO,storage.MemoryStore," Block broadcast_34 stored as values in memory (estimated size 77.4 KB, free 593.1 KB)",7d93e8ed,Block <*> stored as <*> in memory (estimated size <*> <*> free <*> KB),[]
1070,17/06/20,05:10:58,INFO,storage.BlockManager, Found block rdd_30_4 locally,d7f24216,Found block <*> locally,[]
1071,17/06/20,05:10:58,INFO,storage.BlockManager, Found block rdd_30_3 locally,d7f24216,Found block <*> locally,[]
1072,17/06/20,05:10:58,INFO,storage.BlockManager, Found block rdd_30_2 locally,d7f24216,Found block <*> locally,[]
1073,17/06/20,05:10:58,INFO,storage.BlockManager, Found block rdd_30_1 locally,d7f24216,Found block <*> locally,[]
1074,17/06/20,05:10:58,INFO,storage.BlockManager, Found block rdd_30_0 locally,d7f24216,Found block <*> locally,[]
1075,17/06/20,05:10:59,INFO,output.FileOutputCommitter, File Output Committer Algorithm version is 1,a899e693,File Output Committer Algorithm version is 1,[]
1076,17/06/20,05:10:59,INFO,output.FileOutputCommitter, File Output Committer Algorithm version is 1,a899e693,File Output Committer Algorithm version is 1,[]
1077,17/06/20,05:10:59,INFO,output.FileOutputCommitter, File Output Committer Algorithm version is 1,a899e693,File Output Committer Algorithm version is 1,[]
1078,17/06/20,05:10:59,INFO,python.PythonRunner," Times: total = 38, boot = -727, init = 765, finish = 0",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
1079,17/06/20,05:10:59,INFO,output.FileOutputCommitter, File Output Committer Algorithm version is 1,a899e693,File Output Committer Algorithm version is 1,[]
1080,17/06/20,05:10:59,INFO,output.FileOutputCommitter, File Output Committer Algorithm version is 1,a899e693,File Output Committer Algorithm version is 1,[]
1081,17/06/20,05:10:59,INFO,python.PythonRunner," Times: total = 41, boot = -707, init = 748, finish = 0",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
1082,17/06/20,05:10:59,INFO,python.PythonRunner," Times: total = 39, boot = -700, init = 739, finish = 0",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
1083,17/06/20,05:10:59,INFO,python.PythonRunner," Times: total = 39, boot = -690, init = 729, finish = 0",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
1084,17/06/20,05:10:59,INFO,python.PythonRunner," Times: total = 41, boot = -699, init = 740, finish = 0",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
1085,17/06/20,05:10:59,INFO,output.FileOutputCommitter, Saved output of task 'attempt_051706200518_0025_m_000004_1209' to hdfs://10.10.34.11:9000/pjhe/test/2/_temporary/0/task_051706200518_0025_m_000004,e967b817,Saved output of task <*> to <*>,[]
1086,17/06/20,05:10:59,INFO,mapred.SparkHadoopMapRedUtil, attempt_051706200518_0025_m_000004_1209: Committed,9a5790d1,<*> Committed,[' attempt_051706200518_0025_m_000004_1209:']
1087,17/06/20,05:10:59,INFO,executor.Executor, Finished task 4.0 in stage 25.0 (TID 1209). 2064 bytes result sent to driver,33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,[]
1088,17/06/20,05:10:59,INFO,output.FileOutputCommitter, Saved output of task 'attempt_051706200518_0025_m_000003_1208' to hdfs://10.10.34.11:9000/pjhe/test/2/_temporary/0/task_051706200518_0025_m_000003,e967b817,Saved output of task <*> to <*>,[]
1089,17/06/20,05:10:59,INFO,mapred.SparkHadoopMapRedUtil, attempt_051706200518_0025_m_000003_1208: Committed,9a5790d1,<*> Committed,[' attempt_051706200518_0025_m_000003_1208:']
1090,17/06/20,05:10:59,INFO,output.FileOutputCommitter, Saved output of task 'attempt_051706200518_0025_m_000000_1166' to hdfs://10.10.34.11:9000/pjhe/test/2/_temporary/0/task_051706200518_0025_m_000000,e967b817,Saved output of task <*> to <*>,[]
1091,17/06/20,05:10:59,INFO,mapred.SparkHadoopMapRedUtil, attempt_051706200518_0025_m_000000_1166: Committed,9a5790d1,<*> Committed,[' attempt_051706200518_0025_m_000000_1166:']
1092,17/06/20,05:10:59,INFO,output.FileOutputCommitter, Saved output of task 'attempt_051706200518_0025_m_000002_1204' to hdfs://10.10.34.11:9000/pjhe/test/2/_temporary/0/task_051706200518_0025_m_000002,e967b817,Saved output of task <*> to <*>,[]
1093,17/06/20,05:10:59,INFO,output.FileOutputCommitter, Saved output of task 'attempt_051706200518_0025_m_000001_1180' to hdfs://10.10.34.11:9000/pjhe/test/2/_temporary/0/task_051706200518_0025_m_000001,e967b817,Saved output of task <*> to <*>,[]
1094,17/06/20,05:10:59,INFO,mapred.SparkHadoopMapRedUtil, attempt_051706200518_0025_m_000002_1204: Committed,9a5790d1,<*> Committed,[' attempt_051706200518_0025_m_000002_1204:']
1095,17/06/20,05:10:59,INFO,mapred.SparkHadoopMapRedUtil, attempt_051706200518_0025_m_000001_1180: Committed,9a5790d1,<*> Committed,[' attempt_051706200518_0025_m_000001_1180:']
1096,17/06/20,05:10:59,INFO,executor.Executor, Finished task 3.0 in stage 25.0 (TID 1208). 2064 bytes result sent to driver,33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,[]
1097,17/06/20,05:10:59,INFO,executor.Executor, Finished task 0.0 in stage 25.0 (TID 1166). 2064 bytes result sent to driver,33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,[]
1098,17/06/20,05:10:59,INFO,executor.Executor, Finished task 2.0 in stage 25.0 (TID 1204). 2064 bytes result sent to driver,33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,[]
1099,17/06/20,05:10:59,INFO,executor.Executor, Finished task 1.0 in stage 25.0 (TID 1180). 2064 bytes result sent to driver,33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,[]
1100,17/06/20,05:11:07,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 1050,9ba7fdc2,Got assigned task <*>,[]
1101,17/06/20,05:11:07,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 1051,9ba7fdc2,Got assigned task <*>,[]
1102,17/06/20,05:11:07,INFO,executor.Executor, Running task 0.0 in stage 26.0 (TID 1050),ae0572db,Running task <*> in stage <*> (TID <*>,[]
1103,17/06/20,05:11:07,INFO,executor.Executor, Running task 1.0 in stage 26.0 (TID 1051),ae0572db,Running task <*> in stage <*> (TID <*>,[]
1104,17/06/20,05:11:07,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 1052,9ba7fdc2,Got assigned task <*>,[]
1105,17/06/20,05:11:07,INFO,executor.Executor, Running task 2.0 in stage 26.0 (TID 1052),ae0572db,Running task <*> in stage <*> (TID <*>,[]
1106,17/06/20,05:11:07,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 1053,9ba7fdc2,Got assigned task <*>,[]
1107,17/06/20,05:11:07,INFO,executor.Executor, Running task 3.0 in stage 26.0 (TID 1053),ae0572db,Running task <*> in stage <*> (TID <*>,[]
1108,17/06/20,05:11:07,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 1054,9ba7fdc2,Got assigned task <*>,[]
1109,17/06/20,05:11:07,INFO,executor.Executor, Running task 4.0 in stage 26.0 (TID 1054),ae0572db,Running task <*> in stage <*> (TID <*>,[]
1110,17/06/20,05:11:07,INFO,broadcast.TorrentBroadcast, Started reading broadcast variable 37,6c90e140,Started reading broadcast variable <*>,[]
1111,17/06/20,05:11:07,INFO,storage.MemoryStore," Block broadcast_37_piece0 stored as bytes in memory (estimated size 5.2 KB, free 569.5 KB)",7d93e8ed,Block <*> stored as <*> in memory (estimated size <*> <*> free <*> KB),[]
1112,17/06/20,05:11:07,INFO,broadcast.TorrentBroadcast, Reading broadcast variable 37 took 14 ms,c0edc03b,Reading broadcast variable <*> took <*> ms,[]
1113,17/06/20,05:11:07,INFO,storage.MemoryStore," Block broadcast_37 stored as values in memory (estimated size 8.8 KB, free 500.9 KB)",7d93e8ed,Block <*> stored as <*> in memory (estimated size <*> <*> free <*> KB),[]
1114,17/06/20,05:11:07,INFO,spark.CacheManager," Partition rdd_42_0 not found, computing it",3d6e0eb0,"Partition <*> not found, computing it",[]
1115,17/06/20,05:11:07,INFO,rdd.HadoopRDD, Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:0+7292,f1a8cca8,Input split: <*>,[]
1116,17/06/20,05:11:07,INFO,broadcast.TorrentBroadcast, Started reading broadcast variable 36,6c90e140,Started reading broadcast variable <*>,[]
1117,17/06/20,05:11:07,INFO,spark.CacheManager," Partition rdd_42_4 not found, computing it",3d6e0eb0,"Partition <*> not found, computing it",[]
1118,17/06/20,05:11:07,INFO,rdd.HadoopRDD, Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:29168+7292,f1a8cca8,Input split: <*>,[]
1119,17/06/20,05:11:07,INFO,spark.CacheManager," Partition rdd_42_3 not found, computing it",3d6e0eb0,"Partition <*> not found, computing it",[]
1120,17/06/20,05:11:07,INFO,rdd.HadoopRDD, Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:21876+7292,f1a8cca8,Input split: <*>,[]
1121,17/06/20,05:11:07,INFO,spark.CacheManager," Partition rdd_42_2 not found, computing it",3d6e0eb0,"Partition <*> not found, computing it",[]
1122,17/06/20,05:11:07,INFO,rdd.HadoopRDD, Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:14584+7292,f1a8cca8,Input split: <*>,[]
1123,17/06/20,05:11:07,INFO,spark.CacheManager," Partition rdd_42_1 not found, computing it",3d6e0eb0,"Partition <*> not found, computing it",[]
1124,17/06/20,05:11:07,INFO,rdd.HadoopRDD, Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:7292+7292,f1a8cca8,Input split: <*>,[]
1125,17/06/20,05:11:07,INFO,storage.MemoryStore," Block broadcast_36_piece0 stored as bytes in memory (estimated size 21.4 KB, free 522.3 KB)",7d93e8ed,Block <*> stored as <*> in memory (estimated size <*> <*> free <*> KB),[]
1126,17/06/20,05:11:07,INFO,broadcast.TorrentBroadcast, Reading broadcast variable 36 took 11 ms,c0edc03b,Reading broadcast variable <*> took <*> ms,[]
1127,17/06/20,05:11:07,INFO,storage.MemoryStore," Block broadcast_36 stored as values in memory (estimated size 281.6 KB, free 803.9 KB)",7d93e8ed,Block <*> stored as <*> in memory (estimated size <*> <*> free <*> KB),[]
1128,17/06/20,05:11:07,INFO,python.PythonRunner," Times: total = 47, boot = -8758, init = 8800, finish = 5",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
1129,17/06/20,05:11:07,INFO,storage.MemoryStore," Block rdd_42_0 stored as bytes in memory (estimated size 913.0 B, free 804.8 KB)",7d93e8ed,Block <*> stored as <*> in memory (estimated size <*> <*> free <*> KB),[]
1130,17/06/20,05:11:07,INFO,python.PythonRunner," Times: total = 55, boot = -8764, init = 8814, finish = 5",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
1131,17/06/20,05:11:07,INFO,python.PythonRunner," Times: total = 55, boot = -8768, init = 8818, finish = 5",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
1132,17/06/20,05:11:07,INFO,python.PythonRunner," Times: total = 59, boot = -8772, init = 8826, finish = 5",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
1133,17/06/20,05:11:07,INFO,python.PythonRunner," Times: total = 60, boot = -8772, init = 8827, finish = 5",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
1134,17/06/20,05:11:07,INFO,storage.MemoryStore," Block rdd_42_4 stored as bytes in memory (estimated size 890.0 B, free 805.7 KB)",7d93e8ed,Block <*> stored as <*> in memory (estimated size <*> <*> free <*> KB),[]
1135,17/06/20,05:11:07,INFO,storage.MemoryStore," Block rdd_42_2 stored as bytes in memory (estimated size 850.0 B, free 806.5 KB)",7d93e8ed,Block <*> stored as <*> in memory (estimated size <*> <*> free <*> KB),[]
1136,17/06/20,05:11:07,INFO,storage.MemoryStore," Block rdd_42_1 stored as bytes in memory (estimated size 935.0 B, free 807.4 KB)",7d93e8ed,Block <*> stored as <*> in memory (estimated size <*> <*> free <*> KB),[]
1137,17/06/20,05:11:07,INFO,storage.MemoryStore," Block rdd_42_3 stored as bytes in memory (estimated size 930.0 B, free 808.4 KB)",7d93e8ed,Block <*> stored as <*> in memory (estimated size <*> <*> free <*> KB),[]
1138,17/06/20,05:11:07,INFO,python.PythonRunner," Times: total = 42, boot = 25, init = 16, finish = 1",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
1139,17/06/20,05:11:07,INFO,executor.Executor, Finished task 0.0 in stage 26.0 (TID 1050). 2703 bytes result sent to driver,33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,[]
1140,17/06/20,05:11:07,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 1055,9ba7fdc2,Got assigned task <*>,[]
1141,17/06/20,05:11:07,INFO,executor.Executor, Running task 5.0 in stage 26.0 (TID 1055),ae0572db,Running task <*> in stage <*> (TID <*>,[]
1142,17/06/20,05:11:07,INFO,python.PythonRunner," Times: total = 41, boot = 21, init = 05, finish = 0",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
1143,17/06/20,05:11:07,INFO,python.PythonRunner," Times: total = 41, boot = 05, init = 05, finish = 1",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
1144,17/06/20,05:11:07,INFO,spark.CacheManager," Partition rdd_42_5 not found, computing it",3d6e0eb0,"Partition <*> not found, computing it",[]
1145,17/06/20,05:11:07,INFO,rdd.HadoopRDD, Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:36460+7292,f1a8cca8,Input split: <*>,[]
1146,17/06/20,05:11:07,INFO,python.PythonRunner," Times: total = 42, boot = 20, init = 20, finish = 0",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
1147,17/06/20,05:11:07,INFO,python.PythonRunner," Times: total = 42, boot = 05, init = 21, finish = 1",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
1148,17/06/20,05:11:07,INFO,executor.Executor, Finished task 4.0 in stage 26.0 (TID 1054). 2703 bytes result sent to driver,33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,[]
1149,17/06/20,05:11:07,INFO,executor.Executor, Finished task 2.0 in stage 26.0 (TID 1052). 2703 bytes result sent to driver,33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,[]
1150,17/06/20,05:11:07,INFO,executor.Executor, Finished task 1.0 in stage 26.0 (TID 1051). 2703 bytes result sent to driver,33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,[]
1151,17/06/20,05:11:07,INFO,executor.Executor, Finished task 3.0 in stage 26.0 (TID 1053). 2703 bytes result sent to driver,33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,[]
1152,17/06/20,05:11:07,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 1056,9ba7fdc2,Got assigned task <*>,[]
1153,17/06/20,05:11:07,INFO,executor.Executor, Running task 6.0 in stage 26.0 (TID 1056),ae0572db,Running task <*> in stage <*> (TID <*>,[]
1154,17/06/20,05:11:07,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 1057,9ba7fdc2,Got assigned task <*>,[]
1155,17/06/20,05:11:07,INFO,executor.Executor, Running task 7.0 in stage 26.0 (TID 1057),ae0572db,Running task <*> in stage <*> (TID <*>,[]
1156,17/06/20,05:11:07,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 1058,9ba7fdc2,Got assigned task <*>,[]
1157,17/06/20,05:11:07,INFO,executor.Executor, Running task 8.0 in stage 26.0 (TID 1058),ae0572db,Running task <*> in stage <*> (TID <*>,[]
1158,17/06/20,05:11:07,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 1220,9ba7fdc2,Got assigned task <*>,[]
1159,17/06/20,05:11:07,INFO,executor.Executor, Running task 9.0 in stage 26.0 (TID 1220),ae0572db,Running task <*> in stage <*> (TID <*>,[]
1160,17/06/20,05:11:07,INFO,spark.CacheManager," Partition rdd_42_6 not found, computing it",3d6e0eb0,"Partition <*> not found, computing it",[]
1161,17/06/20,05:11:07,INFO,rdd.HadoopRDD, Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:43752+7292,f1a8cca8,Input split: <*>,[]
1162,17/06/20,05:11:07,INFO,spark.CacheManager," Partition rdd_42_7 not found, computing it",3d6e0eb0,"Partition <*> not found, computing it",[]
1163,17/06/20,05:11:07,INFO,rdd.HadoopRDD, Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:51044+7292,f1a8cca8,Input split: <*>,[]
1164,17/06/20,05:11:07,INFO,spark.CacheManager," Partition rdd_42_8 not found, computing it",3d6e0eb0,"Partition <*> not found, computing it",[]
1165,17/06/20,05:11:07,INFO,rdd.HadoopRDD, Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:58336+7292,f1a8cca8,Input split: <*>,[]
1166,17/06/20,05:11:07,INFO,spark.CacheManager," Partition rdd_42_9 not found, computing it",3d6e0eb0,"Partition <*> not found, computing it",[]
1167,17/06/20,05:11:07,INFO,rdd.HadoopRDD, Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:65628+7292,f1a8cca8,Input split: <*>,[]
